document,topic,gamma,amount,ele_code
1912753,16,0.028436019,481360,8060
1951688,16,0.028409091,533658,8060
2114952,16,0.027522936,3.00E+05,8060
2000483,16,0.027522936,939673,7980
2000599,16,0.027355623,831276,7980
1922072,16,0.027237354,2574236,1668
2024584,16,0.027210884,193853,162Y
1753983,16,0.027149321,3080555,1668
1820640,16,0.026785714,497000,1668
1821788,16,0.026737968,315984,8060
1807056,16,0.026315789,498950,"1997, 7261"
1922642,16,0.025936599,3.00E+06,"1997, 7261"
1903152,16,0.025316456,36907,7261
1954776,16,0.025270758,512063,1997
2125748,16,0.025188917,2984140,1997
2125677,16,0.025125628,3.00E+06,1997
1934782,16,0.025,316000,1668
1914771,16,0.024896266,1683319,1668
2043237,16,0.024464832,1422198,1668
2043104,16,0.024193548,1324935,1668
2023234,16,0.023809524,349552,162Y
2000388,16,0.02359882,1328108,"7645, 7980"
2000750,16,0.023121387,512509,7980
1922697,16,0.023121387,3115884,"1997, 7261"
1934285,16,0.023076923,498907,8060
2039408,16,0.023076923,299810,8060
2105721,16,0.022556391,499749,1997
2120888,16,0.022346369,459224,162Y
1822567,16,0.022321429,420377,1668
2017950,16,0.021929825,200562,7980
2113803,16,0.021472393,299995,8060
2039606,16,0.021472393,308000,8060
2021791,16,0.021276596,2999999,"1997, 7275"
1820609,16,0.021186441,499594,1668
1842678,16,0.021186441,20000,1668
1806904,16,0.021126761,440743,"1997, 7261"
1821822,16,0.021052632,363999,8060
1931724,16,0.021008403,532000,8060
2039634,16,0.020771513,3.00E+05,8060
1828902,16,0.020771513,2994781,"1997, 7261"
1920550,16,0.020618557,1421955,7980
1828288,16,0.020618557,2995676,"1997, 9150"
1821841,16,0.020512821,279448,8060
1828910,16,0.019886364,3057335,"1997, 7261"
1760884,16,0.019736842,499996,7980
1753900,16,0.019607843,4164665,1668
1829004,16,0.019553073,3069765,"1997, 7261"
1921726,16,0.019480519,4191301,1668
1828820,16,0.019444444,2997865,"1997, 7261"
1946607,16,0.019354839,1634366,1668
2024020,16,0.019169329,313087,162Y
2105661,16,0.019169329,420299,1997
2054968,16,0.019169329,113025,8060
1903423,16,0.019083969,499164,8060
2032122,16,0.018987342,145000,7980
2114680,16,0.018927445,298214,8060
1919326,16,0.018918919,694964,7980
2043302,16,0.018808777,907904,1668
1760894,16,0.018617021,2474180,7980
2105723,16,0.018450185,5.00E+05,1997
1922004,16,0.018372703,3.00E+06,"1997, 7261"
2121898,16,0.018181818,227519,162Y
1922687,16,0.018134715,2998770,"1997, 7261"
1955049,16,0.018126888,499449,1997
1821753,16,0.018099548,299935,8060
2000865,16,0.017793594,496963,7980
2043095,16,0.017699115,1352250,1668
1855841,16,0.017667845,331009,"1997, 7261"
2039610,16,0.017006803,3.00E+05,8060
2041960,16,0.016997167,316000,8060
2105718,16,0.016949153,442383,1997
2114911,16,0.016949153,299557,8060
1754014,16,0.016949153,3133673,1668
1754054,16,0.016877637,2502208,1668
2030148,16,0.016778523,200466,1997
1943041,16,0.016260163,290745,7980
1914613,16,0.016233766,497356,"7412, 8060"
2022055,16,0.016216216,2999859,"054Y, 1997"
1954978,16,0.016129032,5.00E+05,1997
2114789,16,0.015923567,3.00E+05,8060
2042700,16,0.015822785,2200200,1668
1824258,16,0.015686275,299947,8060
2114824,16,0.015625,312568,"054y, 8060"
1821766,16,0.015625,294280,8060
2105489,16,0.015503876,499870,1997
2039637,16,0.015384615,299987,8060
1920529,16,0.01532567,673249,7980
1922169,16,0.015209125,2391193,1668
2114808,16,0.015060241,299987,8060
1922291,16,0.014925373,2026410,1668
2030313,16,0.014888337,163033,1997
2043084,16,0.014814815,1518705,1668
1842074,16,0.014705882,NA,NA
2022036,16,0.014634146,2998915,1997
2022023,16,0.014423077,2999986,1997
2031066,16,0.014336918,263216,7980
2125758,16,0.014251781,2999701,1997
2123024,16,0.014150943,59286,1668
1922180,16,0.014084507,2764115,1668
1806698,16,0.01369863,497820,"1997, 7261, 9150"
1856346,16,0.01369863,959082,"1997, 7261"
1946557,16,0.01369863,1062699,1668
1820686,16,0.01369863,498425,1668
2125865,16,0.01369863,2999920,1997
1723734,16,0.013333333,499287,1668
2139901,16,0.013333333,NA,NA
2140003,16,0.013333333,NA,NA
1921576,16,0.013289037,2732877,1668
2039605,16,0.01320132,299566,8060
2105801,16,0.013071895,391012,8060
1828010,16,0.01305483,2999997,"062Y, 1997, 7259, 7261"
2025257,16,0.012903226,228379,162Y
1854494,16,0.012875536,32940,8060
2114936,16,0.012779553,NA,NA
1921485,16,0.012738854,2445818,1668
1954259,16,0.012698413,499145,8060
1828466,16,0.012698413,2998314,"1997, 7261"
1921813,16,0.012605042,2383240,1668
1806889,16,0.012578616,NA,NA
1953525,16,0.012396694,1376908,"1997, 7980"
2125764,16,0.012383901,3.00E+06,"107Y, 1997"
2028426,16,0.012345679,399203,"055Y, 1998, 8060"
1915780,16,0.012295082,522175,8060
1922591,16,0.012106538,1560000,1997
2039583,16,0.012084592,3.00E+05,8060
1940221,16,0.012048193,83755,7980
1946626,16,0.011904762,922706,1668
1922560,16,0.011904762,2999379,"1997, 7261"
1750038,16,0.011857708,2170960,1668
1926789,16,0.011857708,999834,"7980, 8624"
2037658,16,0.011764706,4.00E+05,8060
2032292,16,0.011627907,4.00E+05,
1954967,16,0.011527378,495993,1997
2113955,16,0.011450382,299999,8060
2125528,16,0.011428571,2999967,1997
2021900,16,0.011331445,2994994,1997
2125510,16,0.011235955,1999902,1997
2125606,16,0.011173184,2.00E+06,1997
1855925,16,0.010989011,499174,"1997, 7261"
2043324,16,0.010752688,1917081,1668
1842287,16,0.010752688,568831,"1536, 1668, 7412"
1946553,16,0.010600707,1756591,1668
2126059,16,0.01056338,325009,162Y
2112689,16,0.010452962,48765,7980
1856302,16,0.010416667,499835,"1997, 7261"
2114981,16,0.010238908,299481,8060
1760831,16,0.010178117,733392,7980
2125924,16,0.010067114,3.00E+06,"1253, 1997"
2117073,16,0.009933775,492892,8060
1842096,16,0.009868421,7564135,"1536, 1668, 7412"
1922694,16,0.009803922,2998456,"1997, 7261"
1806908,16,0.009584665,490101,"1997, 7261"
1821794,16,0.009569378,299998,8060
1821560,16,0.009569378,299999,8060
1753681,16,0.009463722,3003088,1668
2039616,16,0.009463722,335982,8060
2022190,16,0.009456265,3.00E+06,"104Y, 1997"
2105635,16,0.009433962,499997,1997
1828822,16,0.009404389,3018896,"1997, 7261"
2100155,16,0.009345794,764191,7980
2043022,16,0.009230769,957943,
2105251,16,0.009230769,5.00E+05,1997
2125727,16,0.009230769,2998922,1997
1821775,16,0.00921659,299977,8060
1941415,16,0.009202454,1658202,1668
1828571,16,0.009009009,2998366,"1997, 7261"
2038029,16,0.008955224,3.00E+05,8060
1807086,16,0.008797654,124413,1997
1922202,16,0.008474576,2324333,"1668, 8060"
2048018,16,0.008426966,245220,7980
2042882,16,0.008310249,1348615,1668
2021540,16,0.008241758,3.00E+06,1997
1907537,16,0.008196721,320446,8060
1820531,16,0.008,5.00E+05,1668
2011117,16,0.007968127,415999,8060
2021693,16,0.007936508,2748866,1997
1819521,16,0.007874016,NA,NA
2115028,16,0.007722008,297712,8060
2042996,16,0.007434944,954746,1668
2115008,16,0.007246377,297575,8060
2125868,16,0.007194245,2999658,"104Y, 1997"
2114200,16,0.007117438,399674,8060
1806705,16,0.007067138,580188,1997
1754085,16,0.007017544,2209592,1668
1806664,16,0.006896552,433997,"1997, 7261"
2104532,16,0.006872852,399986,8060
2015554,16,0.006756757,399999,8060
1937738,16,0.006734007,342101,7980
2126031,16,0.006622517,293442,162Y
2043250,16,0.006557377,1540696,1668
2138250,16,0.006557377,99879,1997
1922579,16,0.006557377,2822789,"1997, 7261"
1947295,16,0.006369427,444665,8060
1954836,16,0.006349206,497799,1997
1946493,16,0.006349206,837422,1668
1922270,16,0.006329114,849138,1668
1946599,16,0.006269592,1650474,1668
1848789,16,0.006269592,30258,1997
1946442,16,0.00625,1617544,1668
1806815,16,0.00625,499908,"1997, 7261"
2042416,16,0.00623053,1396284,1668
2105254,16,0.006116208,NA,NA
2105726,16,0.006116208,458240,1997
1856189,16,0.006042296,499797,"1997, 7261"
1946650,16,0.006006006,976616,1668
1937778,16,0.005899705,385300,"162Y, 7980"
2021713,16,0.005865103,2998114,"054Y, 104Y, 1997"
2125906,16,0.005617978,2995850,1997
2043106,16,0.005602241,1383804,
1946537,16,0.005555556,1457244,1668
2125858,16,0.005509642,2415108,1997
1922761,16,0.005390836,2999998,"1997, 7261"
1828974,16,0.00536193,3020324,"1997, 7261"
1946619,16,0.005333333,1290495,1668
1921840,16,0.005291005,2527837,1668
1806607,16,0.005208333,598989,"1997, 7261"
2125362,16,0.005025126,1994676,1997
1835309,17,0.424581006,999375,"7980, 8624"
1926789,17,0.37944664,999834,"7980, 8624"
1926736,17,0.328358209,393394,"7980, 8624"
2114808,17,0.298192771,299987,8060
2120888,17,0.287709497,459224,162Y
1922591,17,0.232445521,1560000,1997
1912474,17,0.217391304,1367185,7980
2125865,17,0.210958904,2999920,1997
2021628,17,0.186486486,3.00E+06,1997
1922697,17,0.182080925,3115884,"1997, 7261"
1922761,17,0.156334232,2999998,"1997, 7261"
1829008,17,0.151515152,2993421,"1997, 7261"
2105721,17,0.145363409,499749,1997
1922598,17,0.142857143,2999928,"1997, 7261"
2125362,17,0.123115578,1994676,1997
1919004,17,0.116071429,541524,8060
1824258,17,0.098039216,299947,8060
2125858,17,0.085399449,2415108,1997
1828993,17,0.070967742,3.00E+06,"1997, 7261"
1806874,17,0.070552147,490804,"1997, 7261"
2114911,17,0.06440678,299557,8060
1829071,17,0.059016393,3.00E+06,"1997, 7261"
2125528,17,0.057142857,2999967,1997
1928820,17,0.057142857,233212,7261
2011117,17,0.055776892,415999,8060
2121898,17,0.054545455,227519,162Y
1820573,17,0.054347826,499853,1668
1828288,17,0.054123711,2995676,"1997, 9150"
2000599,17,0.051671733,831276,7980
1760831,17,0.050890585,733392,7980
2039605,17,0.04950495,299566,8060
2032292,17,0.049418605,4.00E+05,
2125295,17,0.047337278,2999513,1997
1821766,17,0.046875,294280,8060
1828010,17,0.044386423,2999997,"062Y, 1997, 7259, 7261"
1821794,17,0.043062201,299998,8060
1854494,17,0.042918455,32940,8060
1821822,17,0.042105263,363999,8060
2017950,17,0.039473684,200562,7980
2048018,17,0.039325843,245220,7980
1919326,17,0.037837838,694964,7980
1806815,17,0.0375,499908,"1997, 7261"
2115008,17,0.036231884,297575,8060
1806904,17,0.035211268,440743,"1997, 7261"
1821780,17,0.03515625,308000,"1668, 8060"
2039445,17,0.034602076,3.00E+05,8060
2114892,17,0.034482759,299993,8060
1946599,17,0.034482759,1650474,1668
1903423,17,0.034351145,499164,8060
2125940,17,0.033950617,335948,162Y
2113803,17,0.033742331,299995,8060
2041788,17,0.033333333,299777,8060
2039616,17,0.031545741,335982,8060
1821666,17,0.031496063,3.00E+05,8060
1922687,17,0.031088083,2998770,"1997, 7261"
2125733,17,0.030487805,3.00E+06,1997
2021791,17,0.030395137,2999999,"1997, 7275"
2125748,17,0.0302267,2984140,1997
1807086,17,0.029325513,124413,1997
2042700,17,0.028481013,2200200,1668
1912753,17,0.028436019,481360,8060
2021585,17,0.028391167,2400000,1997
2105251,17,0.027692308,5.00E+05,1997
2125677,17,0.027638191,3.00E+06,1997
2114952,17,0.027522936,3.00E+05,8060
2039610,17,0.027210884,3.00E+05,8060
2030148,17,0.026845638,200466,1997
2140003,17,0.026666667,NA,NA
2122416,17,0.026415094,499971,8060
1937490,17,0.026315789,1425654,7980
2025257,17,0.025806452,228379,162Y
1921485,17,0.025477707,2445818,1668
1820609,17,0.025423729,499594,1668
1828466,17,0.025396825,2998314,"1997, 7261"
1903152,17,0.025316456,36907,7261
1953525,17,0.024793388,1376908,"1997, 7980"
2021744,17,0.024774775,2999999,1997
1956193,17,0.024271845,NA,NA
2125868,17,0.023980815,2999658,"104Y, 1997"
2024584,17,0.023809524,193853,162Y
1922649,17,0.023746702,2999967,"1997, 7261"
2125924,17,0.023489933,3.00E+06,"1253, 1997"
2105489,17,0.023255814,499870,1997
1922551,17,0.023255814,2998051,"1997, 7261"
1934285,17,0.023076923,498907,8060
1846321,17,0.022988506,379809,7980
2113839,17,0.022875817,215000,8060
1828910,17,0.022727273,3057335,"1997, 7261"
1921726,17,0.022727273,4191301,1668
1954978,17,0.022580645,5.00E+05,1997
2043106,17,0.022408964,1383804,
2105661,17,0.022364217,420299,1997
2030313,17,0.022332506,163033,1997
1820640,17,0.022321429,497000,1668
1922658,17,0.022292994,3.00E+06,1997
2039606,17,0.021472393,308000,8060
2000483,17,0.021406728,939673,7980
1760894,17,0.021276596,2474180,7980
2125913,17,0.021212121,3.00E+06,1997
1806705,17,0.021201413,580188,1997
1856189,17,0.021148036,499797,"1997, 7261"
2126059,17,0.021126761,325009,162Y
1956114,17,0.021008403,828194,7980
1761008,17,0.020761246,2534716,7980
1914771,17,0.020746888,1683319,1668
1760993,17,0.020547945,1465787,7980
2021874,17,0.020501139,2999878,1997
1954923,17,0.020408163,5.00E+05,1997
1901733,17,0.020408163,43831,8060
1943041,17,0.020325203,290745,7980
2114974,17,0.02027027,299934,8060
1954967,17,0.020172911,495993,1997
2139901,17,0.02,NA,NA
2117073,17,0.01986755,492892,8060
2126031,17,0.01986755,293442,162Y
2125606,17,0.019553073,2.00E+06,1997
1828942,17,0.019498607,2907236,"1997, 7261"
1922072,17,0.019455253,2574236,1668
2115028,17,0.019305019,297712,8060
1937612,17,0.019230769,998257,7980
2125872,17,0.019138756,3.00E+06,"1997, 9150"
2114789,17,0.01910828,3.00E+05,8060
1946493,17,0.019047619,837422,1668
1922169,17,0.019011407,2391193,1668
2032122,17,0.018987342,145000,7980
2022055,17,0.018918919,2999859,"054Y, 1997"
2022190,17,0.01891253,3.00E+06,"104Y, 1997"
1806889,17,0.018867925,NA,NA
1922291,17,0.018656716,2026410,1668
1821753,17,0.018099548,299935,8060
2031066,17,0.017921147,263216,7980
1822567,17,0.017857143,420377,1668
2039634,17,0.017804154,3.00E+05,8060
1828902,17,0.017804154,2994781,"1997, 7261"
2000388,17,0.017699115,1328108,"7645, 7980"
2100134,17,0.01754386,399826,1668
2029632,17,0.017241379,4.00E+05,8060
1844136,17,0.017241379,250685,8060
2104532,17,0.017182131,399986,8060
2000847,17,0.017094017,690027,7980
1951688,17,0.017045455,533658,8060
1754014,17,0.016949153,3133673,1668
2015554,17,0.016891892,399999,8060
1937738,17,0.016835017,342101,7980
1829004,17,0.016759777,3069765,"1997, 7261"
1922666,17,0.016620499,2980383,"1997, 7261"
1822030,17,0.016393443,37167,"1997, 7980"
1907537,17,0.016393443,320446,8060
2115025,17,0.016129032,299941,8060
2039612,17,0.016025641,299923,8060
1750038,17,0.015810277,2170960,1668
1753681,17,0.015772871,3003088,1668
1806607,17,0.015625,598989,"1997, 7261"
2022138,17,0.015432099,3.00E+06,1997
2039408,17,0.015384615,299810,8060
2125727,17,0.015384615,2998922,1997
1856384,17,0.01529052,499898,"1997, 7261"
2105254,17,0.01529052,NA,NA
2105726,17,0.01529052,458240,1997
1821744,17,0.015228426,3.00E+05,8060
2041856,17,0.015151515,554762110,7172
1821829,17,0.015075377,299998,8060
1820685,17,0.014981273,499964,1668
1761251,17,0.014981273,169057,7980
2028397,17,0.014925373,397826,8060
2042996,17,0.014869888,954746,1668
2105723,17,0.014760148,5.00E+05,1997
2125684,17,0.014742015,1999736,1997
2000750,17,0.014450867,512509,7980
2055062,17,0.014440433,1109100,7980
2022023,17,0.014423077,2999986,1997
1821560,17,0.014354067,299999,8060
1842287,17,0.014336918,568831,"1536, 1668, 7412"
2022040,17,0.014245014,2999525,1997
2000865,17,0.014234875,496963,7980
1922512,17,0.014204545,2999661,"1997, 7261"
1855841,17,0.014134276,331009,"1997, 7261"
1946553,17,0.014134276,1756591,1668
2125906,17,0.014044944,2995850,1997
2022168,17,0.014005602,3.00E+06,1997
2125703,17,0.01396648,925924,1997
2112689,17,0.013937282,48765,7980
1821775,17,0.013824885,299977,8060
1841792,17,0.013793103,246863,7980
1828149,17,0.013774105,2999967,"1997, 7261"
1820686,17,0.01369863,498425,1668
2114981,17,0.013651877,299481,8060
1900210,17,0.013636364,3.00E+05,8060
2100343,17,0.013605442,655321,7980
1753983,17,0.013574661,3080555,1668
2125644,17,0.01344086,3.00E+06,1997
1828974,17,0.013404826,3020324,"1997, 7261"
1946619,17,0.013333333,1290495,1668
1723734,17,0.013333333,499287,1668
2125483,17,0.013333333,349948,162Y
1842096,17,0.013157895,7564135,"1536, 1668, 7412"
2043250,17,0.013114754,1540696,1668
1806908,17,0.012779553,490101,"1997, 7261"
2054968,17,0.012779553,113025,8060
1947295,17,0.012738854,444665,8060
1922202,17,0.012711864,2324333,"1668, 8060"
1954836,17,0.012698413,497799,1997
2038483,17,0.012658228,297719,8060
1820666,17,0.012658228,882952,1668
2043302,17,0.012539185,907904,1668
1934782,17,0.0125,316000,1668
2042416,17,0.012461059,1396284,1668
2100155,17,0.012461059,764191,7980
1761158,17,0.012448133,477224,7980
2043022,17,0.012307692,957943,
1915780,17,0.012295082,522175,8060
1761249,17,0.012269939,492531,7980
1922694,17,0.012254902,2998456,"1997, 7261"
1955109,17,0.012195122,5.00E+05,1997
1937251,17,0.012121212,1195630,"162Y, 7980"
1927550,17,0.012096774,481761,8060
2039583,17,0.012084592,3.00E+05,8060
1940221,17,0.012048193,83755,7980
1806323,17,0.012012012,499997,"1997, 7261"
1820531,17,0.012,5.00E+05,1668
1955062,17,0.011976048,389619,1997
2023234,17,0.011904762,349552,162Y
1922560,17,0.011904762,2999379,"1997, 7261"
1949922,17,0.011583012,318639,7980
1920529,17,0.011494253,673249,7980
2113955,17,0.011450382,299999,8060
2125510,17,0.011235955,1999902,1997
2043084,17,0.011111111,1518705,1668
1828820,17,0.011111111,2997865,"1997, 7261"
1754092,17,0.011111111,4099434,1668
1946557,17,0.010958904,1062699,1668
1937714,17,0.010909091,349667,7980
2125798,17,0.010899183,3.00E+06,1997
2043324,17,0.010752688,1917081,1668
2113981,17,0.010714286,399974,1668
1821788,17,0.010695187,315984,8060
2041970,17,0.010600707,299945,8060
2021871,17,0.010526316,2999289,1997
2054920,17,0.010416667,NA,NA
1806664,17,0.010344828,433997,"1997, 7261"
1920550,17,0.010309278,1421955,7980
1856346,17,0.010273973,959082,"1997, 7261"
1821841,17,0.01025641,279448,8060
2100139,17,0.010238908,1334745,"125Y, 7980"
2025349,17,0.010033445,232866,162Y
1921576,17,0.009966777,2732877,1668
1807056,17,0.009868421,498950,"1997, 7261"
1922579,17,0.009836066,2822789,"1997, 7261"
2022036,17,0.009756098,2998915,1997
1920560,17,0.009708738,1489273,7980
2025162,17,0.009646302,348866,162Y
1954946,17,0.009615385,499978,1997
2024020,17,0.009584665,313087,162Y
2100234,17,0.009584665,882756,7980
1922270,17,0.009493671,849138,1668
2123024,17,0.009433962,59286,1668
1828822,17,0.009404389,3018896,"1997, 7261"
1946442,17,0.009375,1617544,1668
2125764,17,0.009287926,3.00E+06,"107Y, 1997"
2039637,17,0.009230769,299987,8060
1922398,17,0.009174312,2574805,1668
1856394,17,0.009146341,499957,"1997, 7261"
1955049,17,0.009063444,499449,1997
1946650,17,0.009009009,976616,1668
1855886,17,0.008982036,499649,"1997, 7261"
2100355,17,0.00887574,487909,7980
2021713,17,0.008797654,2998114,"054Y, 104Y, 1997"
1922758,17,0.00867052,3.00E+06,"1997, 7261"
2025686,17,0.008522727,NA,NA
2021900,17,0.008498584,2994994,1997
2041960,17,0.008498584,316000,8060
1842678,17,0.008474576,20000,1668
1754054,17,0.008438819,2502208,1668
1921813,17,0.008403361,2383240,1668
1931724,17,0.008403361,532000,8060
2021540,17,0.008241758,3.00E+06,1997
1931800,17,0.008163265,499595,8060
2037360,17,0.008130081,236486,"162y, 7980"
